x,y,id,area_m
-97.5,-43.5,11,8985387008
-96.5,-43.5,11,8985387008
-95.5,-43.5,11,8985387008
-94.5,-43.5,11,8985387008
-93.5,-43.5,11,8985387008
-92.5,-43.5,11,8985387008
-91.5,-43.5,11,8985387008
-90.5,-43.5,11,8985387008
-89.5,-43.5,11,8985387008
-88.5,-43.5,11,8985387008
-87.5,-43.5,11,8985387008
-86.5,-43.5,11,8985387008
-85.5,-43.5,11,8985387008
-84.5,-43.5,11,8985387008
-83.5,-43.5,11,8985387008
-82.5,-43.5,11,8985387008
-81.5,-43.5,11,8985387008
-80.5,-43.5,11,8985387008
-79.5,-43.5,11,8985387008
-48.5,-43.5,2,8985387008
-47.5,-43.5,2,8985387008
-46.5,-43.5,2,8985387008
-45.5,-43.5,2,8985387008
-44.5,-43.5,2,8985387008
-43.5,-43.5,2,8985387008
-42.5,-43.5,2,8985387008
-41.5,-43.5,2,8985387008
-40.5,-43.5,2,8985387008
-39.5,-43.5,2,8985387008
-38.5,-43.5,2,8985387008
-37.5,-43.5,2,8985387008
-36.5,-43.5,2,8985387008
-35.5,-43.5,2,8985387008
-34.5,-43.5,2,8985387008
-33.5,-43.5,2,8985387008
-32.5,-43.5,2,8985387008
-31.5,-43.5,2,8985387008
-30.5,-43.5,2,8985387008
-29.5,-43.5,2,8985387008
-28.5,-43.5,2,8985387008
-27.5,-43.5,2,8985387008
-26.5,-43.5,2,8985387008
-25.5,-43.5,2,8985387008
-24.5,-43.5,2,8985387008
-23.5,-43.5,2,8985387008
-22.5,-43.5,2,8985387008
-21.5,-43.5,2,8985387008
-20.5,-43.5,2,8985387008
-19.5,-43.5,2,8985387008
-18.5,-43.5,2,8985387008
-17.5,-43.5,2,8985387008
-16.5,-43.5,2,8985387008
-15.5,-43.5,2,8985387008
-14.5,-43.5,2,8985387008
-13.5,-43.5,2,8985387008
-12.5,-43.5,2,8985387008
-11.5,-43.5,2,8985387008
-10.5,-43.5,2,8985387008
-9.5,-43.5,2,8985387008
-8.5,-43.5,2,8985387008
-7.5,-43.5,2,8985387008
-6.5,-43.5,2,8985387008
-5.5,-43.5,2,8985387008
-4.5,-43.5,2,8985387008
-3.5,-43.5,2,8985387008
-2.5,-43.5,2,8985387008
-1.5,-43.5,2,8985387008
-0.5,-43.5,2,8985387008
0.5,-43.5,2,8985387008
1.5,-43.5,2,8985387008
2.5,-43.5,2,8985387008
3.5,-43.5,2,8985387008
4.5,-43.5,2,8985387008
5.5,-43.5,2,8985387008
6.5,-43.5,2,8985387008
7.5,-43.5,2,8985387008
8.5,-43.5,2,8985387008
